ID,Married,Gender,Age,Graduate,Profession,Years_of_Working,Spending_Score,Family_Members,Category,Class(Target)
6240,1,0.0,57,1.0,Artist,1.0,Low,1.0,Cat_6,D
6241,1,0.0,87,1.0,Lawyer,,High,2.0,Cat_6,A
6242,0,0.0,49,1.0,Artist,1.0,Average,3.0,Cat_6,A
6243,0,1.0,28,1.0,Engineer,7.0,Low,1.0,Cat_6,C
6244,1,0.0,89,1.0,Doctor,,Low,1.0,Cat_6,D
6245,1,1.0,20,0.0,,2.0,Low,2.0,Cat_6,B
6246,1,1.0,22,0.0,Engineer,6.0,Low,5.0,Cat_2,B
6247,0,0.0,37,1.0,Engineer,,Low,1.0,Cat_3,A
6248,1,1.0,33,0.0,Executive,7.0,Low,5.0,Cat_6,B
6249,0,1.0,43,1.0,Artist,8.0,Low,4.0,Cat_6,A
6250,1,1.0,21,0.0,,7.0,Low,,Cat_3,B
6251,1,0.0,78,1.0,Lawyer,0.0,Low,2.0,Cat_6,A
6252,0,1.0,36,1.0,Artist,9.0,Low,3.0,Cat_4,D
6253,0,1.0,28,0.0,Entertainment,1.0,Low,2.0,Cat_3,D
6254,0,1.0,49,1.0,Healthcare,8.0,Low,1.0,Cat_3,B
6255,1,1.0,35,1.0,Artist,3.0,Low,1.0,Cat_6,C
6256,1,1.0,29,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
6257,1,1.0,33,1.0,Healthcare,0.0,Low,5.0,Cat_6,D
6258,1,0.0,46,1.0,Artist,1.0,Low,3.0,Cat_6,C
6259,0,1.0,31,1.0,Engineer,0.0,Low,1.0,Cat_6,B
6260,0,0.0,41,1.0,Artist,8.0,Average,2.0,Cat_6,A
6261,0,1.0,38,1.0,Artist,9.0,Low,1.0,Cat_3,D
6262,1,0.0,57,0.0,,1.0,Average,2.0,Cat_4,C
6263,1,1.0,20,0.0,Healthcare,1.0,Low,3.0,Cat_6,B
6264,1,0.0,39,0.0,Executive,2.0,High,5.0,Cat_6,C
6265,0,1.0,25,0.0,Homemaker,1.0,Low,7.0,Cat_4,C
6266,0,1.0,41,1.0,Artist,1.0,Low,1.0,Cat_6,D
6267,0,1.0,32,0.0,Healthcare,0.0,Low,4.0,Cat_6,A
6268,0,1.0,19,0.0,Healthcare,1.0,Low,2.0,Cat_6,B
6269,1,1.0,51,1.0,Artist,0.0,Low,3.0,Cat_6,C
6270,1,0.0,37,0.0,Executive,9.0,High,6.0,Cat_6,B
6271,1,1.0,20,0.0,Healthcare,,Low,5.0,Cat_7,B
6272,0,0.0,27,0.0,Entertainment,6.0,High,2.0,Cat_6,C
6273,0,1.0,27,1.0,Artist,9.0,Low,5.0,Cat_6,C
6274,1,0.0,45,1.0,Artist,,Low,2.0,Cat_6,D
6275,0,1.0,32,0.0,Marketing,,Low,1.0,Cat_4,B
6276,1,0.0,71,1.0,Lawyer,2.0,Low,1.0,Cat_6,C
6277,0,0.0,43,0.0,Engineer,0.0,Average,4.0,Cat_6,D
6278,1,1.0,33,1.0,Entertainment,9.0,Low,2.0,Cat_6,B
6279,0,0.0,25,1.0,Engineer,6.0,Average,2.0,Cat_6,D
6280,0,0.0,50,0.0,Marketing,0.0,High,3.0,Cat_4,A
6281,1,0.0,36,1.0,Artist,1.0,Average,2.0,Cat_2,A
6282,1,0.0,58,1.0,Artist,0.0,Average,2.0,Cat_6,C
6283,0,1.0,27,1.0,Artist,1.0,Low,3.0,Cat_6,D
6284,1,0.0,42,0.0,Entertainment,0.0,Average,4.0,Cat_4,D
6285,0,1.0,20,0.0,Healthcare,1.0,Low,,Cat_6,B
6286,0,1.0,20,0.0,Healthcare,5.0,Low,5.0,Cat_2,B
6287,1,,60,0.0,Executive,7.0,Average,2.0,Cat_4,D
6288,0,0.0,68,1.0,Artist,1.0,Average,2.0,Cat_6,A
6289,0,0.0,69,1.0,Artist,0.0,Low,2.0,Cat_6,A
6290,0,0.0,73,1.0,Doctor,0.0,Low,1.0,Cat_4,C
6291,0,0.0,38,0.0,Engineer,0.0,Average,4.0,Cat_6,C
6292,1,1.0,19,0.0,Healthcare,1.0,Low,4.0,Cat_7,B
6293,1,0.0,39,1.0,Artist,9.0,Average,2.0,Cat_6,D
6294,0,0.0,37,1.0,Artist,8.0,High,2.0,Cat_6,A
6295,1,1.0,23,0.0,Healthcare,0.0,Low,3.0,Cat_6,B
6296,1,1.0,29,1.0,Healthcare,2.0,Low,3.0,Cat_6,A
6297,1,1.0,21,0.0,Healthcare,1.0,Low,4.0,,B
6298,1,0.0,46,1.0,Marketing,,Low,1.0,Cat_6,B
6299,0,0.0,88,1.0,Lawyer,1.0,High,2.0,Cat_6,C
6300,1,,31,0.0,Healthcare,1.0,Low,3.0,Cat_6,A
6301,0,1.0,37,1.0,Engineer,7.0,Low,,Cat_6,D
6302,1,0.0,40,1.0,Doctor,1.0,Average,2.0,Cat_6,C
6303,1,0.0,28,1.0,Artist,1.0,Average,2.0,Cat_6,C
6304,1,0.0,74,1.0,Lawyer,1.0,High,2.0,Cat_6,D
6305,1,1.0,28,0.0,Marketing,0.0,Low,5.0,Cat_6,B
6306,1,0.0,71,0.0,Executive,0.0,High,4.0,Cat_6,A
6307,1,0.0,62,1.0,Entertainment,0.0,Low,1.0,Cat_6,C
6308,1,1.0,21,0.0,Marketing,1.0,Low,3.0,Cat_4,C
6309,0,1.0,28,1.0,Doctor,1.0,Low,3.0,Cat_6,C
6310,1,1.0,21,0.0,Healthcare,1.0,Low,5.0,Cat_4,B
6311,0,1.0,33,1.0,Healthcare,,Low,,Cat_6,C
6312,0,0.0,55,1.0,Doctor,0.0,Average,3.0,Cat_6,C
6313,1,1.0,26,1.0,Healthcare,0.0,Low,4.0,Cat_7,B
6314,0,1.0,27,0.0,Homemaker,9.0,Low,1.0,Cat_6,B
6315,0,,50,0.0,Engineer,1.0,Low,2.0,Cat_6,B
6316,0,1.0,27,1.0,Doctor,1.0,Low,3.0,Cat_6,D
6317,0,0.0,70,1.0,Artist,0.0,High,2.0,Cat_6,A
6318,1,0.0,48,1.0,Executive,9.0,High,4.0,Cat_6,C
6319,1,0.0,30,0.0,Artist,0.0,Average,2.0,Cat_5,D
6320,1,1.0,31,1.0,Healthcare,0.0,Low,4.0,Cat_6,A
6321,0,1.0,21,0.0,Marketing,2.0,Low,2.0,Cat_3,B
6322,0,0.0,32,1.0,Healthcare,0.0,Low,2.0,Cat_6,D
6323,0,0.0,35,1.0,Artist,7.0,Average,2.0,Cat_6,A
6324,1,0.0,43,1.0,Entertainment,0.0,Average,2.0,Cat_6,C
6325,1,1.0,25,1.0,Artist,13.0,Low,3.0,Cat_6,D
6326,1,0.0,47,0.0,Executive,0.0,High,2.0,Cat_7,C
6327,1,0.0,51,0.0,Executive,0.0,Low,4.0,Cat_4,C
6328,1,0.0,60,0.0,Entertainment,0.0,Average,3.0,Cat_6,C
6329,0,,26,1.0,Homemaker,1.0,High,4.0,Cat_2,D
6330,1,0.0,61,0.0,Entertainment,1.0,Low,2.0,Cat_6,D
6331,1,0.0,39,1.0,Artist,0.0,Average,2.0,Cat_2,A
6332,1,0.0,49,1.0,Artist,1.0,Average,3.0,Cat_6,B
6333,0,0.0,47,1.0,,2.0,Low,1.0,,B
6334,1,0.0,43,1.0,Engineer,,Average,4.0,Cat_7,D
6335,1,0.0,29,1.0,Doctor,1.0,Low,3.0,Cat_6,B
6336,0,0.0,51,0.0,Engineer,0.0,Low,4.0,Cat_6,D
6337,0,1.0,81,1.0,Lawyer,1.0,Low,1.0,Cat_3,C
6338,0,1.0,33,0.0,Homemaker,8.0,Low,2.0,Cat_6,B
6339,1,0.0,80,1.0,Lawyer,1.0,Low,1.0,Cat_6,C
6340,0,0.0,42,0.0,Entertainment,6.0,Average,5.0,Cat_6,D
6341,1,0.0,79,0.0,Lawyer,0.0,High,2.0,Cat_6,C
6342,0,1.0,30,0.0,Healthcare,3.0,Low,3.0,Cat_4,C
6343,0,0.0,37,1.0,Doctor,1.0,Average,2.0,Cat_6,A
6344,0,0.0,48,0.0,Doctor,4.0,Low,1.0,Cat_4,B
6345,0,1.0,51,1.0,Artist,0.0,Low,1.0,Cat_6,C
6346,1,0.0,53,1.0,Entertainment,8.0,Average,4.0,Cat_6,A
6347,0,1.0,38,1.0,Engineer,3.0,Low,1.0,Cat_2,C
6348,0,0.0,69,1.0,Artist,0.0,Average,2.0,Cat_4,A
6349,0,0.0,40,,Homemaker,9.0,Average,,Cat_4,A
6350,1,0.0,36,1.0,Executive,6.0,High,2.0,Cat_6,A
6351,0,0.0,38,0.0,Engineer,1.0,Low,5.0,Cat_1,C
6352,0,1.0,25,,Healthcare,1.0,Low,1.0,Cat_4,A
6353,1,0.0,45,0.0,Artist,1.0,Average,4.0,Cat_6,C
6354,0,0.0,70,1.0,Artist,1.0,Average,2.0,Cat_6,A
6355,1,0.0,55,1.0,Entertainment,2.0,Average,2.0,Cat_6,A
6356,0,0.0,49,1.0,Artist,0.0,Average,5.0,Cat_2,A
6357,1,0.0,81,1.0,Entertainment,1.0,Low,1.0,Cat_6,B
6358,1,0.0,82,1.0,Lawyer,1.0,Low,1.0,Cat_6,D
6359,1,1.0,30,1.0,Artist,1.0,Low,3.0,Cat_4,D
6360,0,1.0,22,0.0,Healthcare,0.0,Low,6.0,Cat_6,B
6361,1,0.0,40,1.0,Artist,1.0,Average,4.0,Cat_6,A
6362,1,0.0,61,1.0,Healthcare,1.0,Low,4.0,Cat_6,B
6363,1,0.0,46,1.0,Entertainment,5.0,Low,3.0,Cat_6,D
6364,0,0.0,47,1.0,Artist,0.0,Low,2.0,Cat_1,C
6365,0,0.0,50,1.0,Healthcare,1.0,High,6.0,Cat_5,A
6366,1,0.0,88,1.0,Lawyer,0.0,High,2.0,Cat_6,D
6367,1,1.0,30,0.0,Healthcare,1.0,Low,4.0,Cat_2,D
6368,1,0.0,68,0.0,Executive,1.0,High,2.0,Cat_6,D
6369,1,0.0,72,1.0,Artist,6.0,Low,1.0,Cat_6,B
6370,0,0.0,42,1.0,Artist,2.0,Average,2.0,Cat_6,A
6371,0,1.0,29,1.0,Engineer,1.0,Low,5.0,Cat_1,C
6372,0,0.0,40,1.0,Artist,3.0,High,2.0,Cat_5,A
6373,1,0.0,71,1.0,Artist,1.0,Average,2.0,Cat_6,A
6374,0,1.0,21,0.0,Engineer,0.0,Low,5.0,Cat_2,C
6375,1,0.0,47,0.0,Engineer,1.0,Average,3.0,Cat_6,A
6376,0,0.0,60,1.0,Executive,0.0,Low,2.0,Cat_6,C
6377,0,0.0,47,0.0,Marketing,2.0,Low,1.0,Cat_6,B
6378,0,0.0,46,1.0,Artist,1.0,High,3.0,Cat_6,A
6379,1,0.0,48,1.0,Artist,1.0,Low,1.0,Cat_6,B
6380,0,1.0,36,1.0,Engineer,3.0,Low,4.0,Cat_2,B
6381,0,0.0,52,1.0,Artist,0.0,Low,3.0,Cat_6,C
6382,0,1.0,32,0.0,Healthcare,12.0,Low,3.0,Cat_6,D
6383,0,0.0,50,1.0,Artist,8.0,Average,2.0,Cat_6,C
6384,0,0.0,47,1.0,Artist,1.0,Average,3.0,Cat_6,B
6385,1,0.0,38,0.0,Executive,0.0,Average,3.0,Cat_6,D
6386,0,1.0,28,1.0,Artist,3.0,Low,4.0,Cat_2,B
6387,0,1.0,30,0.0,Healthcare,9.0,Low,4.0,Cat_6,D
6388,0,0.0,40,0.0,Homemaker,9.0,Average,5.0,Cat_4,D
6389,1,0.0,88,0.0,Executive,0.0,High,3.0,Cat_6,B
6390,0,0.0,29,1.0,Healthcare,0.0,Low,2.0,Cat_6,D
6391,0,1.0,28,0.0,Healthcare,8.0,Low,4.0,Cat_3,A
6392,0,0.0,63,1.0,Doctor,0.0,Average,3.0,Cat_6,A
6393,1,0.0,48,1.0,Entertainment,1.0,Low,3.0,Cat_6,D
6394,1,1.0,22,0.0,Healthcare,2.0,Low,3.0,Cat_4,B
6395,0,0.0,40,1.0,Artist,2.0,Low,1.0,Cat_6,C
6396,1,0.0,49,1.0,Artist,0.0,Low,1.0,Cat_6,D
6397,0,1.0,36,1.0,Entertainment,7.0,Low,1.0,Cat_6,D
6398,1,0.0,32,1.0,Artist,1.0,Low,2.0,Cat_6,B
6399,1,1.0,52,1.0,Entertainment,1.0,Low,1.0,Cat_3,D
6400,1,0.0,51,1.0,Artist,1.0,Low,3.0,Cat_6,B
6401,0,1.0,31,0.0,Homemaker,8.0,Low,1.0,Cat_4,B
6402,1,0.0,61,1.0,Entertainment,1.0,Low,2.0,Cat_5,D
6403,1,0.0,37,0.0,Entertainment,0.0,Low,5.0,Cat_4,D
6404,0,1.0,32,0.0,Doctor,0.0,Low,3.0,Cat_6,A
6405,0,0.0,28,0.0,,,Average,3.0,Cat_4,B
6406,0,0.0,52,1.0,Engineer,1.0,Average,5.0,Cat_4,C
6407,0,1.0,27,0.0,Engineer,1.0,Low,7.0,Cat_4,D
6408,0,1.0,38,1.0,Engineer,0.0,Low,3.0,Cat_6,B
6409,1,1.0,21,0.0,Healthcare,0.0,Low,3.0,Cat_4,B
6410,0,0.0,46,1.0,Artist,9.0,Low,2.0,Cat_6,D
6411,0,0.0,27,0.0,Doctor,,High,6.0,Cat_4,B
6412,0,0.0,82,0.0,Lawyer,0.0,High,2.0,Cat_6,A
6413,0,1.0,38,1.0,Artist,7.0,Low,1.0,Cat_6,C
6414,0,0.0,51,0.0,Engineer,5.0,Average,4.0,Cat_4,A
6415,0,0.0,41,0.0,Marketing,1.0,Average,2.0,Cat_6,B
6416,1,1.0,22,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
6417,0,1.0,32,0.0,Marketing,0.0,Low,4.0,Cat_6,D
6418,1,0.0,46,1.0,Doctor,7.0,Average,2.0,Cat_6,A
6419,0,0.0,52,1.0,Artist,1.0,Average,3.0,Cat_6,A
6420,1,1.0,21,0.0,Healthcare,2.0,Low,4.0,Cat_6,B
6421,0,0.0,35,1.0,Doctor,0.0,Average,3.0,Cat_6,A
6422,0,0.0,40,1.0,Engineer,1.0,Average,7.0,Cat_6,D
6423,1,1.0,25,0.0,Healthcare,1.0,Low,4.0,Cat_2,A
6424,1,1.0,29,1.0,Healthcare,0.0,Low,4.0,Cat_7,C
6425,1,1.0,35,1.0,Lawyer,1.0,Low,1.0,Cat_4,B
6426,1,0.0,70,0.0,Lawyer,2.0,High,2.0,Cat_6,C
6427,0,1.0,42,1.0,Engineer,0.0,Low,1.0,Cat_6,A
6428,0,,63,1.0,Artist,,Average,2.0,Cat_6,A
6429,1,0.0,28,0.0,Executive,,Low,7.0,Cat_4,D
6430,1,0.0,61,0.0,,1.0,Low,5.0,Cat_4,B
6431,1,0.0,48,1.0,Executive,6.0,High,4.0,Cat_6,A
6432,0,0.0,46,1.0,Artist,3.0,Low,3.0,Cat_6,D
6433,0,1.0,35,1.0,Artist,1.0,Low,1.0,Cat_6,D
6434,1,0.0,37,1.0,Artist,0.0,Average,4.0,Cat_7,A
6435,1,0.0,60,1.0,Artist,0.0,Average,2.0,Cat_6,A
6436,1,0.0,37,1.0,Artist,0.0,Low,3.0,Cat_6,D
6437,0,1.0,43,1.0,Healthcare,0.0,Low,6.0,Cat_3,D
6438,1,0.0,43,1.0,Artist,,Average,4.0,Cat_6,C
6439,1,1.0,26,1.0,Artist,1.0,Low,3.0,Cat_6,D
6440,0,0.0,40,1.0,Engineer,1.0,Average,2.0,Cat_6,B
6441,1,1.0,36,1.0,Artist,0.0,Low,,Cat_6,D
6442,1,1.0,23,0.0,Healthcare,0.0,Low,,Cat_6,B
6443,0,0.0,38,1.0,Executive,0.0,Average,2.0,Cat_6,D
6444,0,1.0,19,0.0,Engineer,1.0,Low,4.0,Cat_6,B
6445,1,0.0,62,0.0,Entertainment,1.0,Average,2.0,Cat_6,C
6446,1,0.0,85,0.0,Lawyer,,Low,1.0,Cat_6,B
6447,0,0.0,67,1.0,Artist,1.0,Average,2.0,Cat_6,C
6448,1,0.0,71,1.0,Artist,0.0,Average,5.0,Cat_6,A
6449,1,0.0,39,1.0,Healthcare,1.0,Low,3.0,Cat_6,B
6450,0,0.0,52,1.0,Engineer,4.0,High,2.0,Cat_4,C
6451,1,0.0,56,1.0,Entertainment,0.0,Average,2.0,Cat_6,A
6452,1,0.0,36,1.0,Artist,1.0,Average,4.0,Cat_6,A
6453,1,0.0,41,1.0,Engineer,1.0,Average,2.0,Cat_6,A
6454,1,0.0,42,1.0,Artist,,Average,3.0,Cat_2,D
6455,1,0.0,59,0.0,Engineer,1.0,Low,2.0,Cat_4,D
6456,1,0.0,53,1.0,Executive,9.0,High,5.0,Cat_4,C
6457,0,0.0,46,1.0,Artist,0.0,Average,4.0,Cat_6,A
6458,1,0.0,71,1.0,Lawyer,2.0,High,,Cat_6,D
6459,0,0.0,33,1.0,Doctor,0.0,Average,2.0,Cat_6,C
6460,0,0.0,39,1.0,Artist,1.0,Average,4.0,Cat_6,D
6461,1,1.0,39,1.0,Artist,7.0,Low,1.0,Cat_6,D
6462,0,1.0,27,1.0,Healthcare,1.0,Low,3.0,Cat_7,B
6463,1,0.0,50,1.0,Entertainment,0.0,Average,4.0,Cat_6,C
6464,1,0.0,58,0.0,Executive,0.0,High,4.0,Cat_3,C
6465,1,0.0,81,1.0,Lawyer,,High,2.0,Cat_6,A
6466,1,0.0,53,1.0,Artist,9.0,Low,1.0,Cat_6,C
6467,1,0.0,39,1.0,Healthcare,1.0,Low,3.0,Cat_3,B
6468,0,0.0,67,1.0,Artist,0.0,High,2.0,Cat_6,A
6469,0,0.0,61,1.0,Artist,0.0,Average,2.0,Cat_4,C
6470,1,1.0,20,0.0,Healthcare,1.0,Low,3.0,Cat_6,B
6471,1,1.0,42,1.0,Entertainment,1.0,Low,8.0,Cat_3,D
6472,0,1.0,26,1.0,Artist,8.0,Low,1.0,Cat_6,C
6473,0,0.0,47,1.0,Entertainment,1.0,Low,2.0,Cat_4,C
6474,1,1.0,20,0.0,Healthcare,1.0,Low,4.0,Cat_6,B
6475,0,0.0,42,0.0,Engineer,0.0,Low,2.0,Cat_6,D
6476,1,0.0,36,1.0,Doctor,8.0,Average,4.0,Cat_3,A
6477,0,0.0,45,1.0,Artist,3.0,Low,3.0,Cat_6,A
6478,0,0.0,45,1.0,Engineer,3.0,Average,,Cat_3,C
6479,1,0.0,80,1.0,Lawyer,,Low,1.0,Cat_6,B
6480,0,0.0,69,1.0,Lawyer,0.0,High,2.0,Cat_6,A
6481,1,0.0,31,0.0,Healthcare,0.0,Average,5.0,Cat_4,B
6482,0,1.0,26,0.0,Artist,0.0,Low,3.0,Cat_4,D
6483,0,0.0,53,1.0,Artist,4.0,Average,6.0,Cat_6,A
6484,0,0.0,47,1.0,Engineer,0.0,Average,2.0,Cat_6,D
6485,0,0.0,46,1.0,Artist,,Low,2.0,Cat_6,A
6486,0,0.0,84,1.0,Lawyer,1.0,High,2.0,Cat_6,D
6487,1,0.0,86,1.0,Lawyer,1.0,Low,1.0,Cat_6,A
6488,0,1.0,25,0.0,Healthcare,14.0,Low,1.0,Cat_6,B
6489,0,0.0,59,1.0,Artist,3.0,High,5.0,Cat_1,C
6490,1,0.0,68,1.0,Lawyer,8.0,Low,1.0,Cat_5,D
6491,1,1.0,41,1.0,Entertainment,8.0,Low,2.0,Cat_6,D
6492,1,1.0,30,1.0,Artist,7.0,Low,3.0,Cat_6,B
6493,1,0.0,73,1.0,Lawyer,1.0,High,4.0,Cat_6,A
6494,1,0.0,63,1.0,Artist,6.0,Low,1.0,Cat_6,C
6495,1,0.0,39,1.0,Entertainment,6.0,Average,2.0,Cat_6,A
6496,1,0.0,57,1.0,Artist,1.0,Low,1.0,Cat_3,D
6497,0,1.0,40,0.0,Engineer,0.0,Low,3.0,Cat_3,D
6498,0,0.0,35,1.0,Artist,1.0,Average,2.0,Cat_6,C
6499,0,0.0,81,1.0,Homemaker,0.0,High,2.0,Cat_6,C
6500,0,0.0,52,0.0,Engineer,0.0,Low,6.0,Cat_4,D
6501,1,1.0,30,1.0,Doctor,8.0,Low,6.0,Cat_2,B
6502,1,1.0,42,1.0,Artist,8.0,Low,1.0,Cat_6,C
6503,1,1.0,19,0.0,Healthcare,1.0,Low,4.0,Cat_2,B
6504,0,0.0,68,1.0,Doctor,0.0,Average,2.0,Cat_6,C
6505,1,0.0,38,0.0,Executive,1.0,High,4.0,Cat_6,B
6506,0,1.0,18,0.0,Healthcare,0.0,Low,5.0,Cat_6,B
6507,1,0.0,26,0.0,Artist,0.0,Low,2.0,Cat_6,D
6508,1,1.0,22,0.0,Healthcare,0.0,Low,,Cat_4,B
6509,1,0.0,37,1.0,Artist,2.0,Average,2.0,Cat_6,A
6510,1,,56,1.0,Artist,1.0,Average,2.0,Cat_6,C
6511,1,1.0,68,1.0,Lawyer,0.0,Low,,Cat_6,C
6512,1,0.0,59,1.0,Entertainment,1.0,Average,4.0,Cat_6,C
6513,1,0.0,89,0.0,Lawyer,1.0,Low,2.0,Cat_6,A
6514,1,0.0,42,0.0,Entertainment,0.0,Average,4.0,Cat_6,A
6515,1,1.0,36,1.0,Artist,9.0,Low,1.0,Cat_6,B
6516,1,0.0,46,0.0,Entertainment,8.0,Low,1.0,Cat_1,C
6517,0,0.0,45,0.0,Engineer,8.0,Low,,Cat_6,D
6518,0,0.0,35,1.0,Homemaker,,Average,4.0,Cat_2,B
6519,1,0.0,35,0.0,Doctor,5.0,Low,4.0,Cat_4,D
6520,1,0.0,39,1.0,Artist,0.0,Low,4.0,Cat_4,D
6521,1,0.0,59,1.0,Marketing,0.0,Average,3.0,Cat_6,C
6522,0,0.0,77,1.0,Lawyer,1.0,High,2.0,Cat_6,D
6523,0,1.0,42,1.0,Artist,1.0,Low,1.0,Cat_3,C
6524,0,1.0,32,0.0,Healthcare,,Low,3.0,Cat_4,B
6525,0,1.0,41,1.0,Marketing,1.0,Low,2.0,Cat_6,D
6526,1,0.0,45,0.0,Engineer,1.0,Average,5.0,Cat_6,C
6527,0,1.0,18,0.0,Healthcare,3.0,Low,3.0,Cat_2,B
6528,1,0.0,57,1.0,Doctor,0.0,Low,1.0,Cat_6,B
6529,1,1.0,31,0.0,Healthcare,1.0,Low,6.0,Cat_6,C
6530,1,1.0,19,0.0,Healthcare,1.0,Low,2.0,Cat_6,B
6531,1,0.0,40,1.0,Artist,0.0,Average,4.0,Cat_4,A
6532,1,0.0,41,1.0,Artist,8.0,Average,2.0,Cat_6,A
6533,0,0.0,83,1.0,Lawyer,1.0,High,2.0,Cat_6,D
6534,1,0.0,57,0.0,Executive,0.0,Low,1.0,Cat_6,D
6535,0,0.0,50,1.0,Engineer,4.0,High,3.0,Cat_6,C
6536,0,0.0,46,0.0,Artist,8.0,Average,2.0,Cat_6,C
6537,0,0.0,59,1.0,Entertainment,7.0,Average,2.0,Cat_6,C
6538,1,0.0,35,1.0,Homemaker,9.0,Average,4.0,Cat_6,D
6539,0,1.0,33,1.0,Engineer,9.0,Low,2.0,Cat_6,D
6540,1,1.0,33,1.0,Artist,3.0,Low,5.0,Cat_6,D
6541,1,0.0,39,1.0,Entertainment,1.0,Average,3.0,Cat_3,D
6542,1,0.0,61,1.0,Entertainment,3.0,Average,6.0,Cat_6,C
6543,1,0.0,69,0.0,Executive,0.0,High,2.0,Cat_6,A
6544,1,1.0,32,0.0,Healthcare,12.0,Low,4.0,Cat_6,B
6545,1,0.0,63,1.0,Entertainment,1.0,Low,1.0,Cat_6,D
6546,1,0.0,83,1.0,Lawyer,0.0,Low,2.0,Cat_6,C
6547,1,0.0,50,1.0,Executive,1.0,High,4.0,Cat_4,A
6548,1,1.0,30,0.0,Doctor,3.0,Low,2.0,Cat_6,B
6549,0,1.0,32,0.0,Artist,3.0,Low,4.0,Cat_6,A
6550,1,1.0,30,1.0,Entertainment,1.0,Low,3.0,Cat_6,B
6551,0,1.0,27,1.0,,1.0,Low,1.0,Cat_6,D
6552,0,1.0,23,0.0,Healthcare,0.0,Low,5.0,Cat_5,B
6553,0,1.0,26,1.0,Artist,1.0,Low,3.0,Cat_2,D
6554,0,0.0,58,1.0,Marketing,0.0,Average,2.0,Cat_6,D
6555,0,0.0,66,0.0,Marketing,0.0,High,2.0,Cat_1,B
6556,0,1.0,30,0.0,Healthcare,0.0,Low,,Cat_6,B
6557,0,0.0,45,1.0,Doctor,1.0,Average,4.0,Cat_6,D
6558,1,1.0,35,1.0,Artist,1.0,Low,2.0,Cat_3,D
6559,1,1.0,21,0.0,Doctor,6.0,Low,6.0,Cat_7,A
6560,1,1.0,28,0.0,Healthcare,1.0,Low,3.0,,A
6561,1,0.0,67,1.0,Executive,1.0,Low,2.0,Cat_6,D
6562,0,1.0,32,0.0,Entertainment,12.0,Low,5.0,Cat_6,B
6563,1,0.0,49,0.0,Doctor,1.0,Average,3.0,Cat_4,D
6564,1,1.0,29,0.0,Entertainment,1.0,Low,4.0,Cat_4,D
6565,1,0.0,41,1.0,Engineer,,Average,5.0,Cat_6,A
6566,0,0.0,50,1.0,Artist,1.0,High,4.0,Cat_6,C
6567,1,0.0,39,1.0,Artist,0.0,Average,2.0,Cat_6,C
6568,0,0.0,89,1.0,Artist,0.0,High,3.0,Cat_6,A
6569,1,1.0,29,1.0,Healthcare,1.0,Low,2.0,Cat_3,B
6570,0,0.0,63,1.0,Artist,5.0,Low,1.0,Cat_3,A
6571,1,0.0,31,0.0,Marketing,,Low,4.0,Cat_3,B
6572,0,1.0,30,0.0,Entertainment,6.0,Low,1.0,Cat_6,D
6573,1,0.0,52,1.0,Healthcare,1.0,Low,2.0,Cat_6,B
6574,1,0.0,56,1.0,Executive,,High,2.0,Cat_6,C
6575,1,0.0,48,1.0,Entertainment,1.0,Low,,Cat_4,C
6576,1,1.0,50,1.0,Marketing,3.0,Low,4.0,Cat_6,B
6577,0,1.0,21,0.0,Healthcare,1.0,Low,4.0,Cat_6,B
6578,1,1.0,26,1.0,Healthcare,1.0,Low,,Cat_5,B
6579,1,0.0,53,1.0,Artist,8.0,Low,1.0,Cat_6,D
6580,0,1.0,28,1.0,Entertainment,0.0,Low,4.0,Cat_6,A
6581,1,1.0,20,0.0,Healthcare,0.0,Low,,Cat_6,B
6582,0,1.0,27,1.0,Artist,14.0,Low,3.0,Cat_6,D
6583,1,1.0,30,1.0,Artist,0.0,Low,4.0,Cat_6,D
6584,1,1.0,26,1.0,Healthcare,1.0,Low,3.0,Cat_6,C
6585,1,1.0,20,0.0,Healthcare,,Low,4.0,Cat_6,B
6586,0,0.0,36,1.0,Homemaker,0.0,Average,2.0,Cat_6,C
6587,0,0.0,38,1.0,,1.0,Low,1.0,Cat_3,A
6588,1,1.0,27,1.0,Artist,0.0,Low,8.0,Cat_4,B
6589,0,0.0,40,1.0,Entertainment,7.0,Average,2.0,Cat_3,C
6590,0,1.0,37,1.0,Engineer,0.0,Low,1.0,Cat_4,D
6591,0,0.0,48,1.0,Homemaker,3.0,Average,2.0,Cat_3,C
6592,1,1.0,18,0.0,Healthcare,1.0,Low,3.0,Cat_4,B
6593,0,1.0,27,0.0,Homemaker,8.0,Low,1.0,Cat_3,C
6594,1,1.0,35,0.0,Doctor,,Low,3.0,Cat_4,D
6595,0,,39,1.0,Doctor,5.0,Low,,Cat_2,C
6596,1,1.0,31,0.0,Healthcare,,Low,4.0,Cat_6,C
6597,1,0.0,42,1.0,Executive,,High,5.0,Cat_6,B
6598,1,1.0,29,0.0,Entertainment,0.0,Low,8.0,Cat_4,B
6599,1,0.0,38,1.0,Engineer,11.0,Average,3.0,Cat_6,D
6600,0,0.0,52,0.0,Engineer,6.0,Average,4.0,Cat_4,C
6601,0,0.0,49,1.0,Entertainment,2.0,Average,5.0,Cat_3,D
6602,0,1.0,26,0.0,Engineer,,Low,4.0,Cat_4,C
